Symbol,Market Cap,Sector,Industry
GWW,23850813367,Consumer Non-Durables,Telecommunications Equipment
H,8048317496,Consumer Services,Hotels/Resorts
HAE,3262202760,Health Care,Medical/Dental Instruments
HAL,19947497873,Energy,Oil & Gas Production
HASI,4523517813,Consumer Services,Real Estate Investment Trusts
HAYW,5592650419,Technology,Electronic Components
HBB,287199935,Capital Goods,Office Equipment/Supplies/Services
HBI,6325971791,Consumer Non-Durables,Apparel
HBM,1798571162,,
HCA,72856632870,Health Care,Hospital/Nursing Management
HCC,924847118,,
HCHC,304239201,Public Utilities,Telecommunications Equipment
HCI,791668275,Finance,Property-Casualty Insurers
HCXY,0,Finance,Finance Companies
HD,3.42093E+11,Consumer Services,RETAIL: Building Materials
HDB,1.34944E+11,Finance,Commercial Banks
HE,4644580712,,
HEI,18861837837,Capital Goods,Military/Government/Technical
HEI/A,,,
HEP,2365023708,,
HEQ,166488333,Finance,Investment Managers
HES,26092448579,Energy,Oil & Gas Production
HESM,604177002,Energy,Oilfield Services/Equipment
HEXO,749835525,,
HFC,5118578520,Energy,Integrated oil Companies
HFRO,767609362,Finance,Finance/Investors Services
HFRO^A,,,
HGH,0,Finance,Property-Casualty Insurers
HGLB,204694397,Finance,Trusts Except Educational Religious and Charitable
HGV,3491321144,Consumer Services,Hotels/Resorts
HHC,5139026150,Consumer Services,Real Estate Investment Trusts
HHLA,501975000,Finance,Business Services
HI,3400474021,Miscellaneous,Consumer Specialties
HIE,194009207,Finance,Trusts Except Educational Religious and Charitable
HIG,22613763096,Finance,Property-Casualty Insurers
HIG^G,,,
HIGA,442648106,Finance,Business Services
HII,8235157675,Capital Goods,Metal Fabrications
HIL,139866635,Consumer Services,Military/Government/Technical
HIMS,2025426776,Consumer Non-Durables,Package Goods/Cosmetics
HIO,496417902,Finance,Finance/Investors Services
HIW,4880214018,Consumer Services,Real Estate Investment Trusts
HIX,619998098,Finance,Finance/Investors Services
HKIB,1517878940,Finance,Finance: Consumer Services
HL,3722082411,Basic Industries,Precious Metals
HL^B,,,
HLF,5640396613,Health Care,Other Pharmaceuticals
HLI,5610547857,Finance,Investment Managers
HLT,35053468914,Consumer Services,Hotels/Resorts
HLX,786779217,Energy,Oilfield Services/Equipment
HMC,55857297920,Capital Goods,Auto Manufacturing
HMLP,598163483,Transportation,Marine Transportation
HMLP^A,,,
HMN,1590893069,Finance,Property-Casualty Insurers
HMY,2329808706,Basic Industries,Precious Metals
HNGR,931158750,Health Care,Medical Specialities
HNI,1881466186,Consumer Durables,Office Equipment/Supplies/Services
HNP,5415842195,Public Utilities,Electric Utilities: Central
HOG,7083981671,Consumer Non-Durables,Motor Vehicles
HOME,2409801613,Consumer Services,Home Furnishings
HOV,632463004,Capital Goods,Homebuilding
HP,3443976416,Energy,Oil & Gas Production
HPE,18896771518,Technology,Electronic Components
HPF,461651789,Finance,Finance Companies
HPI,567081454,Finance,Trusts Except Educational Religious and Charitable
HPP,4282492778,Consumer Services,Building operators
HPQ,35088673097,Technology,Computer Manufacturing
HPS,612709196,Finance,Investment Managers
HPX,310045050,Finance,Business Services
HQH,1138677663,Finance,Finance Companies
HQL,505255105,Finance,Investment Managers
HR,4391462387,Consumer Services,Real Estate Investment Trusts
HRB,4391477273,Miscellaneous,Other Consumer Services
HRC,7807715442,Health Care,Medical/Dental Instruments
HRI,3419464992,Technology,Diversified Commercial Services
HRL,25499203578,Consumer Non-Durables,Meat/Poultry/Fish
HRTG,238822723,Finance,Property-Casualty Insurers
HSBC,1.16959E+11,Finance,Savings Institutions
HSC,1578562662,Capital Goods,Office Equipment/Supplies/Services
HSY,36601112819,Consumer Non-Durables,Specialty Foods
HT,408541285,Consumer Services,Real Estate Investment Trusts
HT^C,,,
HT^D,,,
HT^E,,,
HTA,5995844812,Consumer Services,Real Estate Investment Trusts
HTD,891038614,Finance,Finance Companies
HTFB,0,Finance,Finance Companies
HTGC,2005829483,Finance,Finance Companies
HTH,2949559279,Finance,Major Banks
HTPA,364875000,Finance,Business Services
HTY,72793065,Finance,Trusts Except Educational Religious and Charitable
HUBB,10403202088,Capital Goods,Industrial Machinery/Components
HUBS,27473821772,Technology,Computer Software: Prepackaged Software
HUGS,348280720,Finance,Business Services
HUM,59128602038,Health Care,Medical Specialities
HUN,6003278490,Basic Industries,Major Chemicals
HUYA,3515293310,Consumer Services,Broadcasting
HVT,770714842,Consumer Services,Other Specialty Stores
HVT/A,,,
HWM,14544625834,Capital Goods,Industrial Machinery/Components
HXL,5170445119,Capital Goods,Industrial Machinery/Components
HY,1179495492,Capital Goods,Construction/Ag Equipment/Trucks
HYB,218733072,Finance,Investment Managers
HYI,351097382,Finance,Investment Managers
HYLN,1793868980,Capital Goods,Auto Parts:O.E.M.
HYT,1534772065,Finance,Finance Companies
HZAC,677260488,Finance,Business Services
HZN,237933996,Capital Goods,Auto Parts:O.E.M.
HZO,1079141798,Consumer Services,Other Specialty Stores
HZON,641156250,Finance,Business Services
IAA,7717440899,Miscellaneous,Business Services
IACB,313087500,Finance,Business Services
IACC,308027500,,
IAE,109231480,Finance,Trusts Except Educational Religious and Charitable
IAG,1367555000,,
IBA,2332000000,Consumer Non-Durables,Meat/Poultry/Fish
IBER,0,,
IBM,1.25915E+11,Technology,EDP Services
IBN,61151298830,Finance,Commercial Banks
IBP,3470371788,Capital Goods,Homebuilding
ICD,26007538,Energy,Oil & Gas Production
ICE,67002890790,,
ICL,8616654196,Basic Industries,Agricultural Chemicals
IDA,5018712739,Public Utilities,Electric Utilities: Central
IDE,242179756,Finance,Finance/Investors Services
IDT,1274148062,Public Utilities,Telecommunications Equipment
IEX,17046516684,Capital Goods,Fluid Controls
IFF,36984515473,Basic Industries,Major Chemicals
IFFT,0,Basic Industries,Major Chemicals
IFN,587326872,Finance,Finance/Investors Services
IFS,2773611830,Finance,Commercial Banks
IGA,175804774,Finance,Investment Managers
IGD,569861184,Finance,Trusts Except Educational Religious and Charitable
IGI,235282684,Finance,Investment Managers
IGR,1053978066,Finance,Finance Companies
IGT,4780294275,Consumer Services,Movies/Entertainment
IH,594567907,Consumer Services,Other Consumer Services
IHC,659360783,Finance,Life Insurance
IHD,145809985,Finance,Investment Managers
IHG,12050136840,Consumer Services,Hotels/Resorts
IHIT,238362191,Finance,Investment Managers
IHTA,86764273,Finance,Finance/Investors Services
IIAC,492378250,Finance,Business Services
IIF,280727705,Finance,Trusts Except Educational Religious and Charitable
IIIN,657388490,,
IIM,788667242,Finance,Investment Managers
IIPR,4971888673,Consumer Services,Real Estate Investment Trusts
IIPR^A,,,
IMAX,1142060984,Miscellaneous,Industrial Machinery/Components
IMPX,487500000,Finance,Business Services
INFO,44827938358,Technology,EDP Services
INFY,89373185503,Technology,EDP Services
ING,50470038139,Finance,Commercial Banks
INGR,6043864428,Consumer Non-Durables,Farming/Seeds/Milling
INN,991172139,Consumer Services,Real Estate Investment Trusts
INN^D,,,
INN^E,,,
INS,282458730,Technology,Computer Software: Prepackaged Software
INSI,228659247,Finance,Investment Managers
INSP,5039945386,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
INSW,533091469,Transportation,Marine Transportation
INSW^A,,,
INT,1944477173,Energy,Oil Refining/Marketing
INVH,22757105899,Consumer Services,Real Estate Investment Trusts
IO,51572061,Energy,Oilfield Services/Equipment
IP,24377935643,Basic Industries,Paper
IPG,12981396384,Technology,Advertising
IPI,434164979,Basic Industries,Major Chemicals
IPOD,591100000,Finance,Business Services
IPOF,1459062500,Finance,Business Services
IPVA,313410938,Finance,Business Services
IPVF,314610891,,
IQI,724508019,Finance,Finance Companies
IQV,47650801080,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IR,20712579313,Capital Goods,Industrial Machinery/Components
IRL,60009843,Finance,Trusts Except Educational Religious and Charitable
IRM,12848533550,Consumer Services,Real Estate Investment Trusts
IRS,266797591,Consumer Services,Homebuilding
IRT,1968382556,Consumer Services,Real Estate Investment Trusts
IS,0,,
ISD,544412588,Finance,Trusts Except Educational Religious and Charitable
ISOS,315998872,,
IT,22090680403,Finance,Diversified Commercial Services
ITCB,1380082204,Finance,Commercial Banks
ITGR,3069320912,Health Care,Medical/Dental Instruments
ITT,8199303000,Capital Goods,Fluid Controls
ITUB,55785530130,Finance,Major Banks
ITW,71853845048,Capital Goods,Industrial Machinery/Components
IVAN,360870000,Finance,Business Services
IVC,292924475,Health Care,Industrial Specialties
IVH,230323000,Finance,Investment Managers
IVR,993641985,Consumer Services,Real Estate Investment Trusts
IVR^B,,,
IVR^C,,,
IVZ,12325358587,Finance,Investment Managers
IX,19760705022,Finance,Diversified Financial Services
J,17649394367,Capital Goods,Oilfield Services/Equipment
JAX,207337658,Consumer Services,Restaurants
JBGS,4271092360,Consumer Services,Real Estate Investment Trusts
JBI,566231250,,
JBK,0,Finance,Trusts Except Educational Religious and Charitable
JBL,8621353976,Technology,Electrical Products
JBT,4312965506,Capital Goods,Diversified Manufacture
JCE,266727236,Finance,Trusts Except Educational Religious and Charitable
JCI,50664589783,Capital Goods,Auto Parts:O.E.M.
JCO,231439103,Finance,Trusts Except Educational Religious and Charitable
JDD,208486280,Finance,Finance Companies
JEF,7992026637,Finance,Investment Bankers/Brokers/Service
JELD,2531666596,,
JEMD,116105861,Finance,Investment Managers
JEQ,119470047,Finance,Finance Companies
JFR,565200387,Finance,Trusts Except Educational Religious and Charitable
JGH,375705541,Finance,Investment Managers
JHAA,77940789,Finance,Finance/Investors Services
JHB,526578462,Finance,Investment Managers
JHG,7042220551,Finance,Investment Managers
JHI,164587152,Finance,Trusts Except Educational Religious and Charitable
JHS,185763015,Finance,Finance Companies
JHX,15025849719,Capital Goods,Building Materials
JILL,205467407,Consumer Non-Durables,Apparel
JKS,2951325643,Technology,Semiconductors
JLL,10005924293,Finance,Real Estate
JLS,115620361,Finance,Investment Managers
JMIA,2519040521,Consumer Services,Catalog/Specialty Distribution
JMM,70683762,Finance,Trusts Except Educational Religious and Charitable
JMP,123085457,Finance,Investment Bankers/Brokers/Service
JNJ,4.46308E+11,Health Care,Major Pharmaceuticals
JNPR,8953860078,Technology,Computer peripheral equipment
JOE,2583177425,Consumer Services,Homebuilding
JOF,254155020,Finance,Trusts Except Educational Religious and Charitable
JP,51499020,Consumer Services,Other Consumer Services
JPC,1038719247,Finance,Investment Managers
JPI,588841737,Finance,Finance Companies
JPM,4.78286E+11,Finance,Major Banks
JPM^C,,,
JPM^D,,,
JPM^J,,,
JPM^K,,,
JPM^L,,,
JPS,2046053076,Finance,Investment Managers
JPT,173044916,Finance,Trusts Except Educational Religious and Charitable
JQC,900445686,Finance,Finance Companies
JRI,446396837,Finance,Finance Companies
JRO,396493112,Finance,Investment Managers
JRS,332841266,Finance,Finance/Investors Services
JSD,149469303,Finance,Finance Companies
JT,47234464,Technology,EDP Services
JTA,160670405,Finance,Finance Companies
JTD,232473657,Finance,Trusts Except Educational Religious and Charitable
JW/A,,,
JW/B,,,
JWN,5768021939,Consumer Services,Clothing/Shoe/Accessory Stores
JWSM,1265934375,Finance,Business Services
K,21713451347,Consumer Non-Durables,Packaged Foods
KAHC,1683600000,,
KAI,2070222842,Technology,Industrial Machinery/Components
KAMN,1328486375,Capital Goods,Military/Government/Technical
KAR,2098481702,,
KB,17814081796,Finance,Commercial Banks
KBH,3945406679,Capital Goods,Homebuilding
KBR,5578934475,Capital Goods,Oilfield Services/Equipment
KCAC,286925000,Finance,Business Services
KEN,1823808110,Public Utilities,Electric Utilities: Central
KEP,13789388374,Public Utilities,Electric Utilities: Central
KEX,3628538850,Transportation,Marine Transportation
KEY,19818006924,Finance,Major Banks
KEY^I,,,
KEY^J,,,
KEY^K,,,
KEYS,29056122512,Capital Goods,Industrial Machinery/Components
KF,225748321,Finance,Investment Managers
KFS,118054042,,
KFY,3727632160,Technology,Diversified Commercial Services
KGC,7806828000,Basic Industries,Precious Metals
KIM,9285907922,Consumer Services,Real Estate Investment Trusts
KIM^L,,,
KIM^M,,,
KIO,335615198,Finance,Investment Managers
KKR,35174342923,Finance,Investment Managers
KKR^B,,,
KKR^C,,,
KKRS,0,,
KL,10600519269,,
KMB,45452034904,Basic Industries,Paper
KMF,361060584,Finance,Investment Managers
KMI,41940069437,Public Utilities,Natural Gas Distribution
KMPR,4623607495,Finance,Life Insurance
KMT,3022091161,Capital Goods,Industrial Machinery/Components
KMX,22064665419,Consumer Services,Other Specialty Stores
KN,1828030965,Consumer Non-Durables,Consumer Electronics/Appliances
KNL,1319837760,Consumer Durables,Office Equipment/Supplies/Services
KNOP,648977766,Transportation,Marine Transportation
KNX,8212638850,Transportation,Trucking Freight/Courier Services
KO,2.3487E+11,Consumer Non-Durables,Beverages (Production/Distribution)
KODK,626457738,Miscellaneous,Business Services
KOF,11117604320,Consumer Non-Durables,Beverages (Production/Distribution)
KOP,668237487,Basic Industries,Industrial Specialties
KOS,1207823012,Energy,Oil & Gas Production
KR,28626690806,Consumer Services,Food Chains
KRA,1296690856,Basic Industries,Major Chemicals
KRC,8370452596,Consumer Services,Real Estate Investment Trusts
KREF,1194536696,Consumer Services,Real Estate Investment Trusts
KREF^A,,,
KRG,1850232012,Consumer Services,Real Estate Investment Trusts
KRO,1649949999,Basic Industries,Major Chemicals
KRP,755232726,Energy,Oil & Gas Production
KSM,141729854,Finance,Trusts Except Educational Religious and Charitable
KSS,8449083290,Consumer Services,Department/Specialty Retail Stores
KSU,24656014627,Transportation,Railroads
KSU^,,,
KT,6624342380,Public Utilities,Telecommunications Equipment
KTB,3363374048,,
KTF,489811631,Finance,Finance Companies
KTH,0,Finance,Investment Managers
KTN,0,,
KUKE,158181968,Consumer Services,Other Consumer Services
KW,2846366610,Consumer Services,Real Estate
KWAC,145513950,,
KWR,4249384445,Basic Industries,Automotive Aftermarket
KYN,1058366027,Finance,Finance/Investors Services
L,14487816285,Finance,Property-Casualty Insurers
LAC,1905836964,,
LAD,10994484489,Consumer Services,Other Specialty Stores
LADR,1447880397,Consumer Services,Real Estate Investment Trusts
LAIX,78651356,Miscellaneous,Service to the Health Industry
LAZ,4916097367,Finance,Investment Managers
LB,21193439187,Consumer Services,Clothing/Shoe/Accessory Stores
LBRT,2466539922,Energy,Oilfield Services/Equipment
LC,1685935705,Finance,Finance Companies
LCI,198526402,Health Care,Major Pharmaceuticals
LCII,3391671964,Capital Goods,Auto Parts:O.E.M.
LDI,3832768132,Finance,Finance: Consumer Services
LDL,1090768052,Capital Goods,Auto Parts:O.E.M.
LDOS,14861844509,Technology,EDP Services
LDP,795407003,Finance,Finance Companies
LEA,10392196514,Capital Goods,Auto Parts:O.E.M.
LEAP,606111800,Finance,Business Services
LEG,6768220957,Consumer Durables,Home Furnishings
LEJU,253727443,Finance,Real Estate
LEN,30819341005,Consumer Services,Building operators
LEO,567975127,Finance,Trusts Except Educational Religious and Charitable
LEV,3204459234,Finance,Business Services
LEVI,11498466430,Basic Industries,Industrial Specialties
LFC,50311174900,Finance,Life Insurance
LFT,100521833,Consumer Services,Real Estate Investment Trusts
LFT^A,,,
LGI,265006795,,
LGV,850425000,Finance,Business Services
LH,27499619000,Health Care,Medical Specialities
LHC,454218750,Finance,Business Services
LHX,45967622084,Capital Goods,Industrial Machinery/Components
LII,12943036851,Capital Goods,Industrial Machinery/Components
LIII,340312500,,
LIN,1.52119E+11,Basic Industries,Major Chemicals
LITB,195607258,Consumer Services,Catalog/Specialty Distribution
LL,577029683,Consumer Services,RETAIL: Building Materials
LLY,2.2634E+11,Health Care,Major Pharmaceuticals
LMND,5914956876,Finance,Property-Casualty Insurers
LMT,1.05356E+11,Capital Goods,Aerospace
LNC,12147713637,Finance,Life Insurance
LND,444216209,Consumer Non-Durables,Farming/Seeds/Milling
LNFA,215193750,Finance,Business Services
LNN,1784427190,Capital Goods,Industrial Machinery/Components
LOKB,313720000,,
LOKM,308660000,Finance,Business Services
LOMA,870198675,Capital Goods,Building Materials
LOW,1.38247E+11,Consumer Services,RETAIL: Building Materials
LPG,535762340,Transportation,Marine Transportation
LPI,984051207,Energy,Oil & Gas Production
LPL,7335221850,Capital Goods,Industrial Machinery/Components
LPX,6101455306,,
LRN,1281985565,Miscellaneous,Other Consumer Services
LSI,8902013285,Consumer Services,Real Estate Investment Trusts
LSPD,11263105525,,
LTC,1543880475,Consumer Services,Real Estate Investment Trusts
LTHM,3361480268,Basic Industries,Industrial Specialties
LU,22185333091,Finance,Finance: Consumer Services
LUB,117342186,Consumer Services,Restaurants
LUMN,14866453636,Public Utilities,Telecommunications Equipment
LUV,31331130996,Transportation,Air Freight/Delivery Services
LVS,38978757147,Consumer Services,Hotels/Resorts
LW,11658710388,Consumer Non-Durables,Specialty Foods
LXP,3676227230,Consumer Services,Real Estate Investment Trusts
LXP^C,,,
LXU,170013659,Basic Industries,Industrial Specialties
LYB,34187692615,Basic Industries,Industrial Specialties
LYG,45770724024,Finance,Commercial Banks
LYV,18454678033,Consumer Services,Movies/Entertainment
LZB,1635771643,Consumer Durables,Home Furnishings
M,5956686994,Consumer Services,Department/Specialty Retail Stores
MA,3.72198E+11,Miscellaneous,Business Services
MAA,20894982948,Consumer Services,Real Estate Investment Trusts
MAA^I,,,
MAC,3750371166,Consumer Services,Real Estate Investment Trusts
MACC,418312500,,
MAIN,2857335578,Finance,Finance/Investors Services
MAN,6359334957,Technology,Professional Services
MANU,2452234855,Consumer Services,Movies/Entertainment
MAS,14887078078,Consumer Durables,Building Products
MATX,2898023699,Transportation,Marine Transportation
MAV,306863417,Finance,Finance Companies
MAX,2059725935,Capital Goods,Industrial Machinery/Components
MAXR,2530268414,Capital Goods,Telecommunications Equipment
MBAC,500065000,Finance,Business Services
MBI,607080151,Finance,Property-Casualty Insurers
MBT,7434549790,Public Utilities,Telecommunications Equipment
MC,3432541481,,
MCA,547739015,Finance,Trusts Except Educational Religious and Charitable
MCB,508634147,Finance,Major Banks
MCD,1.75806E+11,Consumer Services,Restaurants
MCI,310814769,Finance,Trusts Except Educational Religious and Charitable
MCK,29380487852,Health Care,Other Pharmaceuticals
MCN,172902617,,
MCO,70207488000,Technology,Advertising
MCR,391744352,Finance,Trusts Except Educational Religious and Charitable
MCS,567547436,Consumer Services,Movies/Entertainment
MCW,6688311592,,
MCY,3548713803,Finance,Property-Casualty Insurers
MD,2575408777,Health Care,Medical Specialities
MDC,3458557737,Capital Goods,Homebuilding
MDH,332580000,,
MDLA,5063789205,Technology,EDP Services
MDP,1927693806,Consumer Services,Newspapers/Magazines
MDT,1.72289E+11,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,6319520407,Capital Goods,Building Materials
MEC,381969693,Capital Goods,Metal Fabrications
MED,3333567318,Health Care,Major Pharmaceuticals
MEG,1299138548,,
MEI,1866856539,Capital Goods,Electrical Products
MER^K,,,
MET,52139714839,Finance,Life Insurance
MET^A,,,
MET^E,,,
MET^F,,,
MFA,2060785119,Consumer Services,Real Estate Investment Trusts
MFA^B,,,
MFA^C,,,
MFC,37791039212,Technology,Advertising
MFD,83593983,Finance,Trusts Except Educational Religious and Charitable
MFG,36509185613,Finance,Major Banks
MFGP,1986446398,Technology,Computer Software: Prepackaged Software
MFL,565790385,Finance,Finance Companies
MFM,301493459,Finance,Finance Companies
MFV,49293526,Finance,Trusts Except Educational Religious and Charitable
MG,291375939,Miscellaneous,Diversified Manufacture
MGA,27235704970,Capital Goods,Auto Parts:O.E.M.
MGF,144357265,Finance,Trusts Except Educational Religious and Charitable
MGM,20371947870,Consumer Services,Hotels/Resorts
MGP,5673755834,Consumer Services,Real Estate Investment Trusts
MGR,0,Finance,Investment Managers
MGRB,0,Finance,Investment Managers
MGU,295403776,Finance,Trusts Except Educational Religious and Charitable
MGY,3818691559,Energy,Oil & Gas Production
MH^A,,,
MH^C,,,
MH^D,,,
MHD,912934643,Finance,Trusts Except Educational Religious and Charitable
MHF,180202340,Finance,Finance/Investors Services
MHI,298076958,Finance,Investment Managers
MHK,13855163273,Consumer Durables,Home Furnishings
MHLA,0,Finance,Property-Casualty Insurers
MHN,465735064,Finance,Finance Companies
MHNC,0,Finance,Property-Casualty Insurers
MHO,1660954203,Capital Goods,Homebuilding
MIC,3407485986,Transportation,Aerospace
MIE,105150953,Finance,Investment Managers
MIN,431261564,Finance,Trusts Except Educational Religious and Charitable
MIT,605625000,,
MITT,189347629,Consumer Services,Real Estate Investment Trusts
MITT^A,,,
MITT^B,,,
MITT^C,,,
MIXT,346390902,Technology,Computer Software: Prepackaged Software
MIY,460053651,Finance,Finance Companies
MKC,23169650084,Consumer Non-Durables,Farming/Seeds/Milling
MKL,16647229968,Finance,Property-Casualty Insurers
MLI,2391928676,Basic Industries,Metal Fabrications
MLM,22156552791,Capital Goods,Building Materials
MLP,204428827,Finance,Real Estate
MLR,431896055,Capital Goods,Construction/Ag Equipment/Trucks
MMC,72125083065,Finance,Specialty Insurers
MMD,622524873,Finance,Investment Managers
MMI,1473712325,Finance,Real Estate
MMM,1.15923E+11,Health Care,Medical/Dental Instruments
MMP,10722040920,Energy,Oil & Gas Production
MMS,5452547152,Miscellaneous,Business Services
MMT,385654330,Finance,Trusts Except Educational Religious and Charitable
MMU,589369095,Finance,Investment Managers
MN,136952046,Finance,Investment Managers
MNP,159975777,Finance,Trusts Except Educational Religious and Charitable
MNR,1867735340,Consumer Services,Real Estate Investment Trusts
MNR^C,,,
MNRL,1171308577,Energy,Oil & Gas Production
MNSO,5696499015,Consumer Services,Department/Specialty Retail Stores
MO,87886797385,Consumer Non-Durables,Farming/Seeds/Milling
MOD,902445274,Capital Goods,Auto Parts:O.E.M.
MODN,1206081107,Technology,EDP Services
MOGU,164870641,Miscellaneous,Business Services
MOH,15050264000,Health Care,Medical Specialities
MOS,12099968738,Basic Industries,Agricultural Chemicals
MOTV,505597500,Finance,Business Services
MOV,718689765,Consumer Non-Durables,Consumer Specialties
MP,6502000559,,
MPA,212643431,Finance,Finance Companies
MPC,38069062542,Energy,Integrated oil Companies
MPLN,4795975295,Health Care,Medical Specialities
MPLX,30453410198,Energy,Oil & Gas Production
MPV,144819222,Finance,Finance Companies
MPW,11952224000,Consumer Services,Real Estate Investment Trusts
MPX,552060189,Consumer Non-Durables,Recreational Products/Toys
MQT,332152163,Finance,Investment Managers
MQY,1245672712,Finance,Investment Managers
MRC,773904882,Capital Goods,Fluid Controls
MRK,1.96361E+11,Health Care,Major Pharmaceuticals
MRO,10506079917,Energy,Oil & Gas Production
MS,1.7257E+11,Finance,Investment Bankers/Brokers/Service
MS^A,,,
MS^E,,,
MS^F,,,
MS^I,,,
MS^K,,,
MS^L,,,
MSA,6502165963,Miscellaneous,Diversified Manufacture
MSB,484653169,Basic Industries,Steel/Iron Ore
MSC,1174808696,Consumer Services,Hotels/Resorts
MSCI,46152561188,Technology,Advertising
MSD,192654504,Finance,Trusts Except Educational Religious and Charitable
MSGE,1949938161,Consumer Services,Services-Misc. Amusement & Recreation
MSGS,4186888134,Consumer Services,Hotels/Resorts
MSI,37874917323,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,5061881180,Capital Goods,Industrial Machinery/Components
MSP,4317351105,Technology,Computer Software: Prepackaged Software
MT,32190358691,Basic Industries,Steel/Iron Ore
MTB,18420637052,Finance,Major Banks
MTCN,0,Basic Industries,Steel/Iron Ore
MTD,33415819333,Health Care,Medical Specialities
MTDR,4130578739,Energy,Oil & Gas Production
MTG,4665589871,Finance,Property-Casualty Insurers
MTH,3510295894,Capital Goods,Homebuilding
MTL,554403701,Basic Industries,Steel/Iron Ore
MTL^,,,
MTN,13057931268,Consumer Services,Movies/Entertainment
MTOR,1704226698,Capital Goods,Auto Parts:O.E.M.
MTR,12076063,Energy,Oil & Gas Production
MTRN,1513880363,,
MTW,819050640,Capital Goods,Construction/Ag Equipment/Trucks
MTX,2653869555,Basic Industries,Major Chemicals
MTZ,7812351384,Basic Industries,Water Supply
MUA,638291707,Finance,Trusts Except Educational Religious and Charitable
MUC,665060274,Finance,Finance Companies
MUE,325424968,Finance,Trusts Except Educational Religious and Charitable
MUFG,70031677877,Finance,Commercial Banks
MUI,613506181,Finance,Trusts Except Educational Religious and Charitable
MUJ,483199934,Finance,Trusts Except Educational Religious and Charitable
MUR,3572811650,Energy,Oil & Gas Production
MUSA,3782589849,Public Utilities,Natural Gas Distribution
MUX,573984239,Basic Industries,Precious Metals
MVF,638638254,Finance,Finance/Investors Services
MVO,112930000,Energy,Oil & Gas Production
MVT,342045567,Finance,Trusts Except Educational Religious and Charitable
MWA,2379471898,Capital Goods,Office Equipment/Supplies/Services
MX,1088685134,Technology,Semiconductors
MXE,21705525,Finance,Finance Companies
MXF,230030084,Finance,Trusts Except Educational Religious and Charitable
MXL,3209595751,Technology,Semiconductors
MYC,338213810,Finance,Trusts Except Educational Religious and Charitable
MYD,725847682,Finance,Trusts Except Educational Religious and Charitable
MYE,759257330,Capital Goods,Auto Parts:O.E.M.
MYI,1022941722,Finance,Finance Companies
MYJ,383578230,Finance,Finance Companies
MYN,570046810,Finance,Finance Companies
MYOV,1911023007,Health Care,Major Pharmaceuticals
MYTE,2693594144,Consumer Services,Catalog/Specialty Distribution
NAC,2315760944,Finance,Investment Managers
NAD,3790491597,Finance,Investment Managers
NAN,472950920,Finance,Investment Managers
NAPA,2397434228,Consumer Non-Durables,Beverages (Production/Distribution)
NAT,466576171,Transportation,Marine Transportation
NAZ,185365826,Finance,Finance/Investors Services
NBB,658705265,Finance,Finance Companies
NBHC,1140761645,Finance,Major Banks
NBR,877835544,Energy,Oil & Gas Production
NBXG,0,,
NC,187251743,,
NCA,302882243,Finance,Investment Managers
NCLH,10091773195,Transportation,Marine Transportation
NCR,6031872000,Miscellaneous,Office Equipment/Supplies/Services
NCV,549471300,Finance,Finance Companies
NCV^A,,,
NCZ,404174627,Finance,Finance Companies
NCZ^A,,,
NDMO,979435785,Finance,Trusts Except Educational Religious and Charitable
NDP,37159920,Finance,Finance/Investors Services
NE,1444511830,Energy,Oil & Gas Production
NEA,4769646386,Finance,Finance/Investors Services
NEE,1.47285E+11,Public Utilities,Electric Utilities: Central
NEE^K,,,
NEE^N,,,
NEE^O,,,
NEE^P,,,
NEE^Q,,,
NEM,50625423115,Basic Industries,Precious Metals
NEP,5723069412,Public Utilities,Electric Utilities: Central
NET,33323958138,Technology,EDP Services
NETI,203328232,Transportation,Marine Transportation
NEU,3409802611,Basic Industries,Major Chemicals
NEV,429758249,Finance,Trusts Except Educational Religious and Charitable
NEW,118950213,Miscellaneous,Service to the Health Industry
NEWR,4313352990,Technology,Computer Software: Prepackaged Software
NEX,1019444455,Energy,Oilfield Services/Equipment
NEXA,1131025738,Basic Industries,Precious Metals
NFG,4771067443,Public Utilities,Oil/Gas Transmission
NFH,1456917019,Health Care,Hospital/Nursing Management
NFJ,1437191968,Finance,Finance: Consumer Services
NGAB,513877500,,
NGC,234842135,,
NGG,46525453784,Public Utilities,Natural Gas Distribution
NGL,312321393,,
NGL^B,,,
NGL^C,,,
NGS,141418217,Energy,Metal Fabrications
NGVC,243925969,Consumer Services,Food Chains
NGVT,3332802967,Basic Industries,Industrial Specialties
NHF,498962768,Finance,Investment Managers
NHF^A,,,
NHI,3120133262,Consumer Services,Real Estate Investment Trusts
NI,9899558241,Public Utilities,Power Generation
NI^B,,,
NID,695201161,Finance,Finance Companies
NIE,847894329,Finance,Investment Managers
NIM,136152271,Finance,Trusts Except Educational Religious and Charitable
NIMC,0,Public Utilities,Power Generation
NINE,89371716,Energy,Oilfield Services/Equipment
NIO,75928929171,Capital Goods,Auto Manufacturing
NIQ,197242989,Finance,Finance/Investors Services
NJR,3898873689,Public Utilities,Oil/Gas Transmission
NKE,2.5567E+11,Consumer Non-Durables,Shoe Manufacturing
NKG,144453389,Finance,Finance/Investors Services
